GlyTouCan Id,GlycoDB ID,GlycO,IUPAC,
G42464KV,18814,,-,
G42466VF,13174,,-,
G42468DL,10750,,-,
G42471QL,10457,,-,
G42472NP,25884,,-,
G42474HR,21740,,-,
G42474XG,26103,,-,
G42475PM,36014,,-,
G42478IA,33954,,-,
G42482OE,30834,,-,
G42484CB,4951,,-,
G42485HT,12026,,-,
G42486DD,10412,,-,
G42488IE,4119,,-,
G42489IK,15363,,-,
G42490DW,33369,,-,
G42491GS,9649,,-,
G42499YH,9975,,-,
G42500NX,30028,,-,
G42501VF,2087,,-,
G42502ZU,18551,,-,
G42503EH,28245,,-,
G42504VW,32451,,-,
G42510QT,37996,,-,
G42513JA,38733,,-,
G42517HK,21926,,-,
G42518GA,27751,,-,
G42519AN,39874,,-,
G42519XE,26804,,-,
G42520LX,34704,,-,
G42521ZV,10263,,-,
G42525DE,28708,,-,
G42526XU,10045,,-,
G42533GU,9671,,-,
G42539VX,29789,,-,
G42540YH,6616,,-,
G42542OP,15206,,-,
G42542WJ,4059,,-,
G42543FV,5460,,-,
G42548TN,37187,,-,
G42548XF,8823,,-,
G42552PM,955,,-,
G42553JB,24820,,-,
G42555KH,4250,,-,
G42556BP,7669,,-,
G42557CD,26341,,-,
G42558MY,24747,,-,
G42570XX,18321,,-,
G42572XK,11961,,-,
G42574PM,5954,,-,
G42576KW,6707,,-,
G42582PD,9741,,-,
G42584LN,38228,GOG736,-,
G42588SR,5023,,-,
G42598KV,17989,,-,
G42600SB,7949,,-,
G42603RO,320,,-,
G42605KJ,28790,,-,
G42608BA,36159,,-,
G42612YU,29905,,-,
G42613RR,26388,,-,
G42614NV,35985,,-,
G42617QQ,8905,,-,
G42619RO,35564,,-,
G42633XO,25539,,-,
G42637FW,21605,,-,
G42641WF,29305,,-,
G42648YO,31178,,-,
G42651OT,31410,,-,
G42653GO,20364,,-,
G42653KY,28368,,-,
G42661LP,30048,,-,
G42664TF,9131,,-,
G42666HT,467,,-,
G42666RE,29253,,-,
G42667BL,7832,,-,
G42668TI,10888,,-,
G42672MA,38374,GOG883,-,
G42673XM,18323,,-,
G42674AX,20545,,-,
G42674LI,908,,-,
G42676MU,18528,,-,
G42679AH,14062,,-,
G42679LK,27010,,-,
G42680EX,1014,,-,
G42682MF,6997,,-,
G42683KW,23207,,-,
G42684NK,40550,,-,
G42686NP,32357,,-,
G42705JU,29104,,-,
G42706QP,7619,,-,
G42707LB,23584,,-,
G42712XS,8603,,-,
G42713FO,1120,,-,
G42713IF,13782,,-,
G42713RX,1339,,-,
G42714FX,6007,,-,
G42714PB,29713,,-,
G42718VL,36075,,-,
G42726MT,26763,,-,
G42727QA,5016,,-,
G42731RJ,14572,GOG565,-,
G42735RP,28993,,-,
G42737HJ,12223,,-,
G42741ZF,6541,,-,
G42742BR,35381,,-,
G42748TB,15266,,-,
G42750RV,24903,,-,
G42751PK,6074,,-,
G42751PK,34413,,-,
G42764KH,25348,,-,
G42765MD,37269,,-,
G42769EU,10147,,-,
G42769XG,33285,,-,
G42772CJ,40498,,-,
G42772JX,7863,,-,
G42772LR,23310,,-,
G42772WO,6288,,-,
G42779YV,32747,,-,
G42780IV,37465,,-,
G42782JH,20365,,-,
G42785IS,39104,,-,
G42797ME,40456,,-,
G42797SX,14389,,-,
G42801ML,24265,,-,
G42801YB,31834,,-,
G42803PB,13008,,-,
G42808RN,26786,,-,
G42808WO,24929,,-,
G42811DN,8701,,-,
G42812MI,23710,,-,
G42814VH,31232,,-,
G42816AA,1895,,-,
G42823LH,31814,,-,
G42823ZD,29371,,-,
G42824AQ,18244,,-,
G42829MO,24888,,-,
G42830YF,1146,,-,
G42831WZ,13242,,-,
G42831XA,23161,,-,
G42832NT,28978,,-,
G42832TG,18691,,-,
G42841BX,32484,,-,
G42841UH,16574,,-,
G42843FU,38931,,-,
G42845NY,29164,,-,
G42845XS,28458,,-,
G42846BO,853,,-,
G42846NZ,4808,,-,
G42847WD,5768,,-,
G42848LE,30809,,-,
G42854JT,23003,,-,
G42854UH,28051,,-,
G42860TA,21907,,-,
G42862VU,12920,,-,
G42864TB,2030,,-,
G42865BX,11406,,-,
G42866WF,31865,,-,
G42868SA,12368,,-,
G42868ZE,9202,,-,
G42869TY,16817,,-,
G42870WS,38467,,-,
G42871SY,39431,,-,
G42872DK,58,,-,
G42878UY,16154,,-,
G42882SL,5143,,-,
G42883ON,22169,,-,
G42886IQ,25555,,-,
G42891LT,29394,,-,
G42893IR,4777,,-,
G42903SQ,33919,,-,
G42904CM,36162,,-,
G42904PQ,35120,,-,
G42908EG,22104,,-,
G42909GK,14623,,-,
G42911TG,25756,,-,
G42912TT,6137,,-,
G42913DY,6448,,-,
G42914QP,35514,,-,
G42920GB,22974,,-,
G42925ZS,16988,,-,
G42927HH,5682,,-,
G42930ID,10642,,-,
G42932XD,28356,,-,
G42936FA,28185,,-,
G42936FA,34250,,-,
G42937CD,6510,,-,
G42937NS,16541,,-,
G42938PV,18312,,-,
G42940OE,9683,,-,
G42941KJ,36641,,-,
G42946PT,35597,,-,
G42952EF,15827,,-,
G42955PN,25093,,-,
G42956UG,11073,,-,
G42958BQ,39944,,-,
G42958JF,28882,,-,
G42966RF,18000,,-,
G42970AZ,35984,,-,
G42970NZ,4868,,-,
G42972MU,7629,,-,
G42975XJ,28281,,-,
G42975XU,12334,,-,
G42976YN,10119,,-,
G42980JL,15116,,-,
G42984GS,28756,,-,
G42984ZU,38396,,-,
G42989AT,23536,,-,
G42989FL,23947,,-,
G42989XH,32828,,-,
G42990FN,13258,,-,
G42990IN,18860,,-,
G42993UG,21355,,-,
G43004ST,31731,,-,
G43005FD,26801,,-,
G43005NB,39374,,-,
G43008NG,15489,,-,
G43009QQ,33303,,-,
G43014FZ,12954,,-,
G43027VE,39785,,-,
G43034MO,6330,,-,
G43039PK,21228,,-,
G43040IL,14136,,-,
G43040UH,15134,,-,
G43041JX,35488,,-,
G43041LV,28385,,-,
G43044PZ,9369,,-,
G43056AO,37335,,-,
G43058NX,21652,,-,
G43059PA,14391,GOG1316,-,
G43060JV,12971,,-,
G43062DD,16857,,-,
G43064UH,29890,,-,
G43068XZ,38110,GOG617,-,
G43070GQ,6157,,-,
G43070PV,32476,,-,
G43072YM,13806,,-,
G43073TF,20710,,-,
G43075NB,36632,,-,
G43075VF,29801,,-,
G43079BH,17201,,-,
G43080DV,2341,,-,
G43081BK,17919,,-,
G43082SV,4740,,-,
G43088GK,14513,GOG555,-,
G43095QU,18792,,-,
G43098QL,11984,,-,
G43099BX,18895,,-,
G43103QD,22829,,-,
G43103ZB,32563,,-,
G43104FZ,26980,,-,
G43105JW,11577,,-,
G43111EJ,20419,,-,
G43111IG,13622,,-,
G43113YW,11395,,-,
G43116LH,19501,,-,
G43118PL,31065,,-,
G43121JO,9164,,-,
G43122BL,36487,,-,
G43124SR,19275,,-,
G43125TZ,11644,,-,
G43127LX,24918,,-,
G43131HA,1595,,-,
G43131ZX,8755,,-,
G43133YJ,39337,,-,
G43138OO,28194,,-,
G43139BN,39749,,-,
G43145LB,26041,,-,
G43149JY,36526,,-,
G43160VB,22054,,-,
G43162DT,26960,,-,
G43164CL,38264,GOG772,-,
G43166NM,1602,,-,
G43166PG,2184,,-,
G43166ZU,20469,,-,
G43167FQ,20851,,-,
G43170RN,17843,,-,
G43170SG,23950,,-,
G43173HF,36577,,-,
G43175RA,13244,,-,
G43176KC,13595,,-,
G43178AT,5892,,-,
G43182GO,7856,,-,
G43186CU,35079,,-,
G43191LZ,32740,,-,
G43192LO,3230,,-,
G43195FY,33514,,-,
G43195TR,25279,,-,
G43196GR,35039,,-,
G43198BJ,39621,,-,
G43200NM,27381,,-,
G43200NR,29471,,-,
G43202HF,34184,,-,
G43202HF,33651,,-,
G43202VB,36769,,-,
G43203OV,37210,,-,
G43207IX,29636,,-,
G43211JR,12511,,-,
G43212ES,2627,,-,
G43213YB,30102,,-,
G43214GM,35962,,-,
G43215QC,22020,,-,
G43216EX,29029,,-,
G43220JI,15666,,-,
G43228BK,29332,,-,
G43235JF,37446,,-,
G43237EZ,25333,,-,
G43238ES,12619,,-,
G43241XM,38088,,-,
G43242DB,7904,,-,
G43242UV,443,,-,
G43246FC,34104,,-,
G43250ML,24238,,-,
G43250NR,16243,,-,
G43256SE,1412,,-,
G43258RH,11975,,-,
G43261OJ,26123,,-,
G43264US,13608,,-,
G43265RC,39354,,-,
G43265YA,8132,,-,
G43273GF,12249,,-,
G43277KK,4866,,-,
G43278TP,30059,,-,
G43290KL,29888,,-,
G43290WV,40430,,-,
G43299SD,13859,GOG410,-,
G43300WR,21687,,-,
G43301PF,1631,,-,
G43301TW,36002,,-,
G43308HF,21698,,-,
G43310NA,29442,,-,
G43320NB,39369,,-,
G43323BP,4306,,-,
G43325ZI,38369,GOG878,-,
G43327FW,7274,,-,
G43332BR,9392,,-,
G43333KV,36723,,-,
G43339ZY,36648,,-,
G43341KN,633,GOG999,-,
G43343DM,26164,,-,
G43343SS,33664,,-,
G43346PX,14079,GOG483,-,
G43349GU,5076,,-,
G43350KZ,32721,,-,
G43351VW,14596,,-,
G43352AR,9998,,-,
G43355EH,27961,,-,
G43365VM,2092,GOG1022,-,
G43366RC,13726,,-,
G43371ZI,16220,,-,
G43374IX,16550,,-,
G43376FG,23777,,-,
G43378HA,3830,,-,
G43381RC,14150,,-,
G43382JE,11130,,-,
G43383CX,12447,,-,
G43385RO,29246,,-,
G43387CH,2187,,-,
G43390QL,25146,,-,
G43391VM,19346,,-,
G43393HL,18965,,-,
G43398WG,15921,,-,
G43400UE,26170,,-,
G43405MG,1404,,-,
G43409UT,25958,,-,
G43410KI,430,,-,
G43414IK,18512,,-,
G43415UJ,19115,,-,
G43420CZ,9040,,-,
G43420EG,15259,,-,
G43422EX,28065,,-,
G43426MU,490,,-,
G43437LU,11925,,-,
G43441FW,5654,,-,
G43444EQ,354,,-,
G43447HY,30045,,-,
G43448RP,24038,,-,
G43449ON,24529,,-,
G43454VB,40382,,-,
G43455SA,7103,,-,
G43455UG,9889,,-,
G43455WO,37259,,-,
G43460JV,29980,,-,
G43463XA,36316,,-,
G43465NC,17083,,-,
G43466BG,23441,,-,
G43466OI,31237,,-,
G43468BP,22323,,-,
G43470JW,15422,,-,
G43473VD,10524,,-,
G43473WR,31655,,-,
G43475FH,10918,,-,
G43476MN,11417,,-,
G43480CS,943,,-,
G43480FM,9637,,-,
G43486EV,15850,,-,
G43487NN,4376,,-,
G43488NU,12470,,-,
G43491BH,12166,,-,
G43495GI,25363,,-,
G43495HR,860,,-,
G43496KO,8219,,-,
G43498WX,16805,,-,
G43499QE,18250,,-,
G43499RV,8411,,-,
G43501TT,18816,,-,
G43502GT,38166,GOG673,-,
G43507DA,16818,,-,
G43507KQ,13679,,-,
G43509DI,29438,,-,
G43509PA,17198,,-,
G43511FU,30774,,-,
G43520QK,14175,,-,
G43523KB,18251,,-,
G43523SB,39820,,-,
G43523TH,11399,,-,
G43526DL,8854,,-,
G43527II,37998,,-,
G43527SQ,20790,,-,
G43529SE,11700,,-,
G43533ZP,4418,,-,
G43534QA,35218,,-,
G43536NM,7436,,-,
G43541WE,15181,,-,
G43547MI,5214,GOG969,-,
G43548AV,28440,,-,
G43548LQ,4670,,-,
G43552RH,4944,,-,
G43553SJ,20399,,-,
G43553YK,9280,,-,
G43558NO,7151,,-,
G43558PF,25751,,-,
G43558RC,18972,,-,
G43560SB,15737,,-,
G43563SH,37512,,-,
G43569JN,1917,,-,
G43572AH,32550,,-,
G43572JN,37431,,-,
G43574LZ,23421,,-,
G43586FT,3718,,-,
G43592AC,14994,,-,
G43603TQ,2933,,-,
G43610AB,10269,,-,
G43610BA,17166,,-,
G43610OJ,9748,,-,
G43614RV,30816,,-,
G43614YF,35128,,-,
G43622SG,1960,,-,
G43624NZ,15771,,-,
G43625CC,18745,,-,
G43634BT,30489,,-,
G43636EV,33108,,-,
G43639BV,13510,GOG903,-,
G43641RX,6013,,-,
G43644VH,2903,,-,
G43648DB,13091,GOG258,-,
G43650KJ,8901,,-,
G43651VI,5338,,-,
G43657WC,1647,,-,
G43658DJ,5541,,-,
G43658ZM,26495,,-,
G43660IT,19816,,-,
G43664YB,8757,GOG224,-,
G43667IY,30649,,-,
G43675PJ,2064,,-,
G43677TG,10080,GOG242,-,
G43677XO,19020,,-,
G43678QR,173,,-,
G43684WG,28170,,-,
G43684WG,33786,,-,
G43685DC,19729,,-,
G43686JS,8474,,-,
G43687XR,220,,-,
G43691SG,22668,,-,
G43692OW,21859,,-,
G43693GE,11422,,-,
G43694RQ,1870,GOG137,-,
G43695EP,27306,,-,
G43697DU,8232,,-,
G43697VS,33874,,-,
G43702JT,2738,,-,
G43702UL,17162,,-,
G43703KI,257,,-,
G43706TC,18536,,-,
G43708DU,17890,,-,
G43708QI,39320,,-,
G43710ZF,2964,,-,
G43719WC,18704,,-,
G43722WK,2605,,-,
G43723XP,9915,,-,
G43724HA,34477,,-,
G43726IG,34937,,-,
G43726KG,10230,,-,
G43727KP,1935,,-,
G43728TR,12230,,-,
G43730BS,19837,,-,
G43735BB,17020,,-,
G43745JV,2214,,-,
G43745YR,12580,,-,
G43746OZ,12300,,-,
G43747LP,10396,,-,
G43748ZW,7116,,-,
G43752SV,31405,,-,
G43759AV,6438,,-,
G43760VX,23194,,-,
G43761CV,30274,,-,
G43761FR,24433,,-,
G43761IQ,9849,,-,
G43763KM,26843,,-,
G43765GZ,40635,,-,
G43767FS,7957,,-,
G43773UY,10619,,-,
G43779CI,21290,,-,
G43779SJ,15441,,-,
G43780KK,21292,,-,
G43782WW,10801,,-,
G43784HS,6372,,-,
G43788SW,447,,-,
G43797DZ,23921,,-,
G43797QQ,12006,,-,
G43800OU,30109,,-,
G43801YG,6898,,-,
G43804CX,32344,,-,
G43804GS,2057,GOG1018,-,
G43804LS,30611,,-,
G43807JY,11327,,-,
G43815IR,25418,,-,
G43818LO,9050,,-,
G43820VE,11673,,-,
G43821JZ,36007,,-,
G43823SI,36925,,-,
G43831HB,26967,,-,
G43832DJ,8124,,-,
G43835PV,18543,,-,
G43837DU,34399,,-,
G43837DU,396,,-,
G43839NY,1178,,-,
G43850NT,4830,,-,
G43851BV,6220,,-,
G43853PP,40392,,-,
G43854NW,8506,,-,
G43861TS,39207,,-,
G43869EE,13741,,-,
G43870FR,3305,,-,
G43870WR,6774,,-,
G43871SW,17027,,-,
G43873MM,10336,,-,
G43875OV,5702,,-,
G43875XT,21826,,-,
G43876NZ,36701,,-,
G43883KP,25298,,-,
G43885PO,38129,GOG636,-,
G43887YS,18166,,-,
G43888BM,23499,,-,
G43889RW,930,,-,
G43897GC,2135,,-,
G43914XM,1237,,-,
G43923BC,20449,,-,
G43925AD,20489,,-,
G43927KM,9087,,-,
G43930CF,27007,,-,
G43930QJ,40188,,-,
G43933MN,41008,,-,
G43941DR,23922,,-,
G43942MD,17609,,-,
G43942MH,38203,GOG710,-,
G43944UW,10409,GOG912,-,
G43947CR,191,,-,
G43949FJ,9641,,-,
G43950QV,36038,,-,
G43950UU,21896,,-,
G43951DK,3456,,-,
G43956HJ,34220,,-,
G43956HJ,27541,,-,
G43958NN,35668,,-,
G43962PZ,11483,,-,
G43972TU,10754,,-,
G43973NW,18506,,-,
G43979MQ,22534,,-,
G43981TB,5923,,-,
G43983MC,26223,,-,
G43983MC,34146,,-,
G43984NF,16009,,-,
G43984UT,33909,,-,
G43984UT,33971,,-,
G43986GZ,29316,,-,
G43993DD,14348,GOG1281,-,
G43993WP,5268,,-,
G43995SK,6661,,-,
G43999EL,23000,,-,
G43999XW,6656,,-,
G44000XN,18326,,-,
G44002NM,9381,,-,
G44003CY,19793,,-,
G44004AY,33886,,-,
G44005DK,14714,,-,
G44008CQ,7964,,-,
G44009SU,22991,,-,
G44014UR,9326,,-,
G44015GN,9630,,-,
G44017NF,29798,,-,
G44019JC,21932,,-,
G44021SN,31268,,-,
G44023GI,28690,,-,
G44027TT,39765,,-,
G44029SF,36746,,-,
G44030BX,2006,,-,
G44031UD,40642,,-,
G44032IB,29551,,-,
G44037XE,9518,,-,
G44041OT,5241,,-,
G44043ZX,20201,,-,
G44046WQ,21140,,-,
G44055OI,23804,,-,
G44058JE,11947,,-,
G44060QH,16511,,-,
G44066XU,28754,,-,
G44067OU,25242,,-,
G44071SV,25400,,-,
G44073EJ,10085,,-,
G44076LB,40352,,-,
G44078WG,30601,,-,
G44079AY,14882,,-,
G44079FP,26108,,-,
G44079HZ,15076,,-,
G44088KZ,8427,,-,
G44098DD,37231,,-,
G44101QS,18179,,-,
G44111WR,1840,,-,
G44116HK,26260,,-,
G44123RU,37071,,-,
G44127LD,32573,,-,
G44132BD,29172,,-,
G44132EU,37017,,-,
G44137YR,39274,,-,
G44139ZU,21897,,-,
G44144AW,7849,,-,
G44144FZ,35084,,-,
G44151FI,24438,,-,
G44152CO,14349,GOG517,-,
G44166UO,2683,,-,
G44167WJ,32492,,-,
G44176FZ,34283,,-,
G44179TR,17682,,-,
G44183LA,12420,,-,
G44183QC,20465,,-,
G44184RR,34585,,-,
G44188DQ,16602,,-,
G44190GW,36356,,-,
G44193GF,14743,,-,
G44194HD,39875,,-,
G44201FY,32916,,-,
G44201QD,33047,,-,
G44202VY,13631,,-,
G44204WA,32954,,-,
G44207BG,4551,,-,
G44210FS,952,,-,
G44210YC,5295,,-,
G44211XI,10688,,-,
G44212NR,25070,,-,
G44212TZ,16776,,-,
G44212UE,40093,,-,
G44217QD,26607,,-,
G44223QP,15241,,-,
G44226VM,29825,,-,
G44228YY,30453,,-,
G44236OL,40236,,-,
G44237IH,1926,,-,
G44240VL,19425,,-,
G44242BB,16931,,-,
G44244JM,14194,,-,
G44257YS,3924,,-,
G44259IJ,31138,,-,
G44264DI,24659,,-,
G44266BY,7545,,-,
G44266EX,37511,,-,
G44267UL,32880,,-,
G44269DT,5229,,-,
G44271ZD,23230,,-,
G44273IF,37276,,-,
G44274FN,7008,,-,
G44285VT,29496,,-,
G44295MM,15433,,-,
G44298KL,36308,,-,
G44300QG,35024,,-,
G44301WA,3415,,-,
G44304YL,34070,,-,
G44305RV,26984,,-,
G44307OP,5231,,-,
G44307VZ,18284,,-,
G44311ZR,27215,,-,
G44312WD,24987,,-,
G44313GM,27940,,-,
G44313GQ,26656,,-,
G44313SJ,13701,,-,
G44314HI,24047,,-,
G44318GH,9215,,-,
G44322MI,16702,,-,
G44323XV,24209,,-,
G44325QM,28605,,-,
G44325XR,3045,,-,
G44326LB,30383,,-,
G44326UJ,40301,,-,
G44327JQ,1145,,-,
G44328RC,2160,,-,
G44329MB,2607,,-,
G44329YA,27787,,-,
G44341SZ,26589,,-,
G44345UH,13297,,-,
G44346MJ,38742,,-,
G44348OF,36130,,-,
G44355NB,13874,,-,
G44361OH,21794,,-,
G44362CH,12172,,-,
G44362TS,9948,,-,
G44364RM,28879,,-,
G44366WT,40138,,-,
G44370WZ,4240,,-,
G44375OH,25100,,-,
G44375VE,35164,,-,
G44377OL,17499,,-,
G44383GG,12165,,-,
G44383XX,28920,,-,
G44385HP,12693,,-,
G44385OO,3158,,-,
G44387PI,26818,,-,
G44387XK,24262,,-,
G44388PT,34567,,-,
G44396FK,24568,,-,
G44399QJ,37927,,-,
G44400NG,37762,,-,
G44403SD,24372,,-,
G44405PH,26469,,-,
G44405US,37344,,-,
G44407SY,40014,,-,
G44409IO,14914,,-,
G44409MI,3660,,-,
G44411RJ,6783,GOG1245,-,
G44412FE,19355,,-,
G44414DH,31861,,-,
G44414DL,17273,,-,
G44414OJ,4254,,-,
G44415BY,21057,,-,
G44416CV,28078,,-,
G44417ZQ,24462,,-,
G44419DI,24945,,-,
G44422TD,31330,,-,
G44422UP,33796,,-,
G44424DS,35122,,-,
G44428YJ,38838,,-,
G44429GC,30553,,-,
G44434BA,4650,,-,
G44438LK,12995,,-,
G44440DT,16610,,-,
G44441VQ,2469,,-,
G44442PY,2726,,-,
G44443QT,15552,,-,
G44446FQ,13774,,-,
G44447ZG,34052,,-,
G44451GP,13781,,-,
G44452NG,10999,,-,
G44452QH,24721,,-,
G44455RJ,16946,,-,
G44458LZ,20605,,-,
G44459HT,38196,GOG703,-,
G44460LC,37460,,-,
G44463UK,18597,,-,
G44468LM,22982,,-,
G44472BL,16737,,-,
G44472KY,13002,,-,
G44473QZ,5272,,-,
G44474NS,742,,-,
G44476TV,25241,,-,
G44479SH,17683,,-,
G44483CH,8191,,-,
G44494NH,7219,,-,
G44496HJ,21089,,-,
G44497AH,29641,,-,
G44497RI,31371,,-,
G44502UE,16536,,-,
G44503UE,19855,,-,
G44507NV,28092,,-,
G44510KF,2666,,-,
G44510PU,16355,,-,
G44511KG,3496,,-,
G44515AZ,20660,,-,
G44516LT,7282,,-,
G44519WM,34057,,-,
G44519WM,34067,,-,
G44526IP,13196,,-,
G44530FS,36863,,-,
G44534DB,40369,,-,
G44534UF,24100,,-,
G44538KB,24876,,-,
G44538VT,6598,,-,
G44541JO,29187,,-,
G44544AK,19280,,-,
G44547MV,4037,,-,
G44553DW,39893,,-,
G44571CQ,29962,,-,
G44572NU,28727,,-,
G44573TK,16356,,-,
G44575UH,31254,,-,
G44576MS,31868,,-,
G44583ZG,23606,,-,
G44588SH,33396,,-,
G44594MY,24517,,-,
G44595DI,4636,,-,
G44596ZR,8371,,-,
G44598QA,39417,,-,
G44604AZ,19496,,-,
G44606HG,637,,-,
G44612JM,344,,-,
G44617JK,36354,,-,
G44617UT,13961,,-,
G44618FI,32362,,-,
G44621RS,35372,,-,
G44626AA,11359,,-,
G44632DP,3888,,-,
G44634CM,14657,,-,
G44635LG,3514,,-,
G44639FC,27372,,-,
G44639PM,20747,,-,
G44639ZM,27147,,-,
G44640AC,26616,,-,
G44645CP,186,,-,
G44645PM,22860,,-,
G44649IE,21581,,-,
G44650RH,26866,,-,
G44655PO,11240,,-,
G44656CN,19690,,-,
G44656QS,7162,,-,
G44658DE,9669,,-,
G44661NI,22070,,-,
G44661OM,7339,,-,
G44664IT,6224,,-,
G44676TK,21042,,-,
G44678NW,35570,,-,
G44681SE,22979,,-,
G44687OR,25062,,-,
G44688AW,17382,,-,
G44688SH,5586,,-,
G44688UB,19657,,-,
G44688YE,35543,,-,
G44689NW,8732,,-,
G44692LQ,39919,,-,
G44697UD,32854,,-,
G44700CI,39125,,-,
G44704YB,31193,,-,
G44705SA,22706,,-,
G44708LH,17545,,-,
G44713BQ,27780,,-,
G44715UZ,5083,,-,
G44716EV,16556,,-,
G44716SI,12283,,-,
G44719DE,12883,,-,
G44722KG,18950,,-,
G44723YJ,8333,,-,
G44732NN,33101,,-,
G44734IN,5998,,-,
G44738JR,32730,,-,
G44739HH,3120,,-,
G44739ZN,28095,,-,
G44741KA,35838,,-,
G44743IQ,1362,,-,
G44747CU,17640,,-,
G44749WA,4906,,-,
G44754DF,17580,,-,
G44754IE,40438,,-,
G44760XK,11496,,-,
G44764NO,26568,,-,
G44770ZI,19075,,-,
G44772RK,20007,,-,
G44773NH,23779,,-,
G44776IO,33476,,-,
G44777JQ,8168,,-,
G44778AX,22812,,-,
G44780FR,8733,,-,
G44782HB,40617,,-,
G44785PM,37430,,-,
G44788FV,12923,,-,
G44790NU,13727,,-,
G44791DH,394,,-,
G44791DH,12353,,-,
G44795NZ,39092,,-,
G44797BG,12916,,-,
G44797QR,8955,,-,
G44799JP,32468,,-,
G44804LR,5563,,-,
G44808ZE,38559,,-,
G44809MP,41005,,-,
G44809TU,19578,,-,
G44811LM,17045,,-,
G44814LF,13005,,-,
G44816KJ,15934,,-,
G44818PD,5647,,-,
G44823FG,26331,,-,
G44825KF,29412,,-,
G44825LU,9827,,-,
G44825QL,32495,,-,
G44825UX,26060,,-,
G44826KU,3137,,-,
G44828QN,5028,,-,
G44832DP,17584,,-,
G44832JW,31458,,-,
G44832MJ,27094,,-,
G44837EG,4943,,-,
G44843HU,19571,,-,
G44843VG,15423,,-,
G44845VH,20534,,-,
G44845WG,21644,,-,
G44846DT,6022,,-,
G44847FM,6380,,-,
G44847TF,27101,,-,
G44850GT,24183,,-,
G44850HT,24336,,-,
G44854TA,39112,,-,
G44855FR,31061,,-,
G44856HU,17744,,-,
G44858WT,1091,,-,
G44862DK,34224,,-,
G44862DK,33691,,-,
G44865KM,30455,,-,
G44865OQ,10115,GOG973,-,
G44866JR,38726,,-,
G44868UY,12019,,-,
G44870LC,17776,,-,
G44873JZ,14962,,-,
G44874NX,27024,,-,
G44877PU,8739,,-,
G44878JD,38255,GOG763,-,
G44879CL,27292,,-,
G44881DG,29539,,-,
G44883NU,39262,,-,
G44896VI,6801,,-,
G44904IF,1915,,-,
G44904UE,14461,GOG528,-,
G44905SX,28909,,-,
G44907FO,7952,,-,
G44909WI,17476,,-,
G44917UQ,21202,,-,
G44922NG,24806,,-,
G44923KF,34776,,-,
G44923VG,15578,,-,
G44924FS,20919,,-,
G44928ZS,34465,,-,
G44930BS,28253,,-,
G44931EN,27772,,-,
G44932JC,34756,,-,
G44935LN,29105,,-,
G44935WH,36722,,-,
G44936HW,19452,,-,
G44939HG,18686,,-,
G44941AO,583,,-,
G44942NK,37495,,-,
G44943NL,694,,-,
G44944EC,27812,,-,
G44946DH,3133,,-,
G44946WH,13550,GOG330,-,
G44953KX,3238,,-,
G44959PE,33866,,-,
G44960PO,16284,,-,
G44962ZM,28810,,-,
G44963ID,16566,,-,
G44964CQ,37516,,-,
G44965FY,17193,,-,
G44974AB,10028,,-,
G44977VZ,19441,,-,
G44979MG,40513,,-,
G44980KU,18437,,-,
G44980TZ,5904,,-,
G44982DH,13758,,-,
G44982ZA,40450,,-,
G44989NV,20095,,-,
G44990VU,23150,,-,
G44993OV,9586,,-,
G44993WT,39398,,-,
G44996SV,20451,,-,
G45000NV,8103,,-,
G45000ZN,3150,,-,
G45003BE,36618,,-,
G45003JO,444,,-,
G45003OX,6788,,-,
G45007HS,38411,,-,
G45009SB,12494,,-,
G45010CY,36965,,-,
G45014ZY,5463,,-,
G45022MP,31124,,-,
G45023GU,34978,,-,
G45033PQ,30744,,-,
G45036AB,21347,,-,
G45037FX,4971,,-,
G45039HZ,34359,,-,
G45039VC,22641,,-,
G45047PE,40968,,-,
G45048TZ,13656,GOG360,-,
G45050QI,10861,,-,
G45051IS,21886,,-,
G45053KE,35530,,-,
G45056NG,33999,,-,
G45058AX,23507,,-,
G45058HZ,529,,-,
G45058LS,3033,,-,
G45058ML,37840,,-,
G45058WE,16204,,-,
G45059GL,23629,,-,
G45063WT,1767,,-,
G45064FW,25252,,-,
G45066GV,27299,,-,
G45067SN,37027,,-,
G45068BV,25074,,-,
G45070PI,11612,,-,
G45071EF,35913,,-,
G45072XR,25742,,-,
G45073TG,8361,,-,
G45077JA,22501,,-,
G45083LR,15173,,-,
G45086YE,25180,,-,
G45090DH,38303,GOG811,-,
G45092OZ,14986,,-,
G45095CF,32581,,-,
G45097XU,4816,,-,
G45100PF,9394,,-,
G45104IR,22376,,-,
G45104SZ,20745,,-,
G45108QT,24415,,-,
G45114GY,5339,,-,
G45120SG,7828,,-,
G45121CA,5677,,-,
G45127NY,11401,,-,
G45129XM,7690,,-,
G45137VE,40181,,-,
G45140EG,26558,,-,
G45140IE,4255,,-,
G45144QF,41023,,-,
G45145CF,19180,,-,
G45145ET,16715,,-,
G45151DT,30487,,-,
G45154HY,6803,,-,
G45154XM,1760,,-,
G45160KX,22757,,-,
G45174EF,27966,,-,
G45177WL,21521,,-,
G45179WE,16697,,-,
G45186LH,33505,,-,
G45187EI,13907,GOG431,-,
G45187LS,28491,,-,
G45188RH,35180,,-,
G45188WS,21851,,-,
G45191WA,4639,,-,
G45194IM,31881,,-,
G45194OO,18524,,-,
G45198EU,27383,,-,
G45201FL,14720,,-,
